client81	budget=73,bid=Blitz|2,bid=Bible:|2,bid=Case|1,bid=(New|4,bid=Catch|17,bid=Civil|3,bid=Disc|5,bid=Detective|7,bid=Bound|4,
client82	budget=721,bid=(Annals|2,bid=Chasing|11,bid=Gump|8,bid=Gump|10,bid=Africa's|4,
client83	budget=374,bid=Bent|2,bid=Eric|12,bid=Champ)|5,bid=Blank|6,bid=Bible's|8,bid=1980|2,bid=George|1,
client84	budget=213,bid=Collective|9,bid=(Edited|5,bid=Betty|4,bid=Gump|4,bid=Editions)|0,bid=Come)|12,bid=Caligari|12,
client85	budget=1100,bid=Communism)|0,bid=Game|8,bid=(Frontier|7,bid=Composite|10,
client86	budget=700,bid=Century|1,bid=Cube|9,
client87	budget=1319,bid=Field|11,bid=Artist|3,bid=Cassettes))|13,bid=Darkness|7,bid=Against|3,bid=Abundance|10,bid=Betty|7,bid=Chasing|0,bid=Fleetwood|3,
client88	budget=1428,bid=Fever|0,bid=Collide|9,bid=Discovering|2,bid=Cats|10,bid=Chris|2,bid=Brains|7,
client89	budget=354,bid=(Evel|1,
client90	budget=1039,bid=(Evel|3,bid=Frances|5,bid=Double|4,bid=Dead|0,bid=Ancient|2,
client91	budget=601,bid=Development|11,bid=(Frontier|1,bid=Aaron's|11,bid=Away|1,bid=(Swamp|3,bid=Fun!|3,
client92	budget=383,bid=(Power|4,bid=.Profit|12,bid=Gump|2,bid=Dress|3,bid=Care|4,
client93	budget=647,bid="Pump"|1,bid=Belly|4,bid=Corsair|0,bid=Darkside:|7,bid=Acts|5,bid=Beginners|3,bid=Carter|11,bid=Gump|8,
client94	budget=245,bid=Freedom:|15,bid=Armitage|7,bid=Dawn|7,bid=Format)|17,bid=(Ultimate|10,bid=Confessions|7,bid=Cheaters:|5,
client95	budget=226,bid=Arthur|1,bid=Exitos|8,bid=Bonanza|8,bid=Bird|10,bid=Gump|6,bid=Forth|0,bid=Ball|7,bid=Electrical|10,bid=Artificial|12,
client96	budget=135,bid=Earthly|2,
client97	budget=691,bid=Food|4,bid=Funniest|5,bid=Attack|9,bid=Course|2,
client98	budget=1318,bid=Christmas|9,bid=Dreams|10,bid=Forsaken|6,bid=Child|4,bid=Came|6,bid=Forest|16,bid=Boys|2,bid=Foolish|2,bid=Comforts|5,
client99	budget=1020,bid=Croc|8,bid=Burt|11,bid=Eaters|1,bid=Done|9,bid=Dawn|3,bid=Dean|3,
